0.274718,0.169249,0.288685,400,400,400,20,30,30
0.273241,0.170785,0.285998,400,400,400,20,30,30
0.271764,0.17232,0.283311,400,400,400,20,30,30
0.270287,0.173856,0.280624,400,400,400,20,30,30
0.26881,0.175391,0.277937,400,400,400,20,30,30
0.267332,0.176927,0.275251,400,400,400,20,30,30
0.265855,0.178462,0.272564,400,400,400,20,30,30
0.264378,0.179998,0.269877,400,400,400,20,30,30
0.262901,0.181533,0.26719,400,400,400,20,30,30
0.261424,0.183069,0.264503,400,400,400,20,30,30
0.259947,0.184604,0.261816,400,400,400,20,30,30
0.258469,0.18614,0.259129,400,400,400,20,30,30
0.256992,0.187675,0.256443,400,400,400,20,30,30
0.255515,0.189211,0.253756,400,400,400,20,30,30
0.254038,0.190746,0.251069,400,400,400,20,30,30
0.252561,0.192282,0.248382,400,400,400,20,30,30
0.251083,0.193818,0.245695,400,400,400,20,30,30
0.249606,0.195353,0.243008,400,400,400,20,30,30
0.248129,0.196889,0.240322,400,400,400,20,30,30
0.246652,0.198424,0.237635,400,400,400,20,30,30
0.245175,0.19996,0.234948,400,400,400,20,30,30
0.243697,0.201495,0.232261,400,400,400,20,30,30
0.24222,0.203031,0.229574,400,400,400,20,30,30
0.240743,0.204566,0.226887,400,400,400,20,30,30
0.239266,0.206102,0.2242,400,400,400,20,30,30
0.237789,0.207637,0.221514,400,400,400,20,30,30
0.236312,0.209173,0.218827,400,400,400,20,30,30
0.234834,0.210708,0.21614,400,400,400,20,30,30
0.233357,0.212244,0.213453,400,400,400,20,30,30
0.23188,0.213779,0.210766,400,400,400,20,30,30
0.230403,0.215315,0.208079,400,400,400,20,30,30
0.228926,0.21685,0.205393,400,400,400,20,30,30
0.227448,0.218386,0.202706,400,400,400,20,30,30
0.225971,0.219921,0.200019,400,400,400,20,30,30
0.224494,0.221457,0.197332,400,400,400,20,30,30
0.223017,0.222992,0.194645,400,400,400,20,30,30
0.22154,0.224528,0.191958,400,400,400,20,30,30
0.220063,0.226063,0.189271,400,400,400,20,30,30
0.218585,0.227599,0.186585,400,400,400,20,30,30
0.217108,0.229134,0.183898,400,400,400,20,30,30
0.215631,0.23067,0.181211,400,400,400,20,30,30
0.214154,0.232205,0.178524,400,400,400,20,30,30
0.212677,0.233741,0.175837,400,400,400,20,30,30
0.211199,0.235276,0.17315,400,400,400,20,30,30
0.209722,0.236812,0.170464,400,400,400,20,30,30
0.208245,0.238347,0.167777,400,400,400,20,30,30
0.206768,0.239883,0.16509,400,400,400,20,30,30
0.205291,0.241418,0.162403,400,400,400,20,30,30
0.203814,0.242954,0.159716,400,400,400,20,30,30
0.202336,0.244489,0.157029,400,400,400,20,30,30
0.200859,0.246025,0.154342,400,400,400,20,30,30
0.199382,0.24756,0.151656,400,400,400,20,30,30
0.197905,0.249096,0.148969,400,400,400,20,30,30
0.196428,0.250631,0.146282,400,400,400,20,30,30
0.19495,0.252167,0.143595,400,400,400,20,30,30
0.193473,0.253702,0.140908,400,400,400,20,30,30
0.191996,0.255238,0.138221,400,400,400,20,30,30
0.190519,0.256773,0.135534,400,400,400,20,30,30
0.189042,0.258309,0.132848,400,400,400,20,30,30
0.187565,0.259844,0.130161,400,400,400,20,30,30
0.186087,0.26138,0.127474,400,400,400,20,30,30
0.18461,0.262915,0.124787,400,400,400,20,30,30
0.183133,0.264451,0.1221,400,400,400,20,30,30
0.181656,0.265986,0.119413,400,400,400,20,30,30
0.180179,0.267522,0.116727,400,400,400,20,30,30
0.178701,0.269057,0.11404,400,400,400,20,30,30
0.177224,0.270593,0.111353,400,400,400,20,30,30
0.175747,0.272128,0.108666,400,400,400,20,30,30
0.17427,0.273664,0.105979,400,400,400,20,30,30
0.172793,0.275199,0.103292,400,400,400,20,30,30
0.171316,0.276735,0.100605,400,400,400,20,30,30
0.169838,0.27827,0.0979186,400,400,400,20,30,30
0.168361,0.279806,0.0952318,400,400,400,20,30,30
0.166884,0.281341,0.0925449,400,400,400,20,30,30
0.165407,0.282877,0.0898581,400,400,400,20,30,30
0.16393,0.284412,0.0871712,400,400,400,20,30,30
0.162452,0.285948,0.0844844,400,400,400,20,30,30
0.160975,0.287483,0.0817975,400,400,400,20,30,30
0.159498,0.289019,0.0791107,400,400,400,20,30,30
0.158021,0.290554,0.0764238,400,400,400,20,30,30
0.156544,0.29209,0.073737,400,400,400,20,30,30
0.155066,0.293625,0.0710501,400,400,400,20,30,30
0.153589,0.295161,0.0683633,400,400,400,20,30,30
0.152112,0.296696,0.0656764,400,400,400,20,30,30
0.150635,0.298232,0.0629896,400,400,400,20,30,30
0.149158,0.299767,0.0603027,400,400,400,20,30,30
0.147681,0.301303,0.0576159,400,400,400,20,30,30
0.146203,0.302838,0.054929,400,400,400,20,30,30
0.144726,0.304374,0.0522422,400,400,400,20,30,30
0.143249,0.305909,0.0495553,400,400,400,20,30,30
0.141772,0.307445,0.0468685,400,400,400,20,30,30
0.140295,0.30898,0.0441816,400,400,400,20,30,30
0.138817,0.310516,0.0414948,400,400,400,20,30,30
0.13734,0.312051,0.0388079,400,400,400,20,30,30
0.135863,0.313587,0.0361211,400,400,400,20,30,30
0.134386,0.315122,0.0334342,400,400,400,20,30,30
0.132909,0.316658,0.0307474,400,400,400,20,30,30
0.131432,0.318193,0.0280605,400,400,400,20,30,30
0.129954,0.319729,0.0253737,400,400,400,20,30,30
0.128477,0.321264,0.0226868,400,400,400,20,30,30
0.127,0.3228,0.02,400,400,400,20,30,30
